monotonic,timestamp,url,flag,prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8
929842623,1190146243.902,http://en.wikipedia.org/wiki/Category:Paranormal_hoaxes,-,http://en.wikipedia.org,wiki,Category:Paranormal_hoaxes,,,,,
929842622,1190146243.869,http://en.wikipedia.org/wiki/Doctor_in_the_House,-,http://en.wikipedia.org,wiki,Doctor_in_the_House,,,,,
929842625,1190146243.902,http://en.wikipedia.org/wiki/Masseur,-,http://en.wikipedia.org,wiki,Masseur,,,,,
929842627,1190146243.878,http://upload.wikimedia.org/wikipedia/en/6/60/Wikinews-logo-51px.png,-,http://upload.wikimedia.org,wikipedia,en,6,60,Wikinews-logo-51px.png,,
929842624,1190146243.9,http://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Wikiversity-logo.svg/35px-Wikiversity-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,9,91,Wikiversity-logo.svg,35px-Wikiversity-logo.svg.png
929842621,1190146243.899,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Commons-logo.svg/35px-Commons-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,4,4a,Commons-logo.svg,35px-Commons-logo.svg.png
929842629,1190146243.898,http://en.wikipedia.org/skins-1.5/common/commonPrint.css?99,-,http://en.wikipedia.org,skins-1.5,common,commonPrint.css?99,,,,
929842626,1190146243.906,http://en.wikipedia.org/skins-1.5/common/IEFixes.js?99,-,http://en.wikipedia.org,skins-1.5,common,IEFixes.js?99,,,,
929842631,1190146243.892,http://en.wikipedia.org/images/wikimedia-button.png,-,http://en.wikipedia.org,images,wikimedia-button.png,,,,,
929842628,1190146243.867,http://en.wikipedia.org/w/index.php?title=Special:Newpages&feed=rss&limit=10,-,http://en.wikipedia.org,w,index.php?title=Special:Newpages&feed=rss&limit=10,,,,,
929842630,1190146243.876,http://de.wikipedia.org/wiki/Spezial:Suche?search=commen+wealth&go=Artikel,-,http://de.wikipedia.org,wiki,Spezial:Suche?search=commen+wealth&go=Artikel,,,,,
929842633,1190146243.894,http://en.wikipedia.org/skins-1.5/common/ajax.js?97,-,http://en.wikipedia.org,skins-1.5,common,ajax.js?97,,,,
929842632,1190146243.896,http://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Flag_of_Cote_d%27Ivoire.svg/20px-Flag_of_Cote_d%27Ivoire.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,8,86,Flag_of_Cote_d%27Ivoire.svg,20px-Flag_of_Cote_d%27Ivoire.svg.png
929842634,1190146243.884,http://en.wikipedia.org/style/monobook/external.png,-,http://en.wikipedia.org,style,monobook,external.png,,,,
929842635,1190146243.879,http://meta.wikimedia.org/style/monobook/main.css,-,http://meta.wikimedia.org,style,monobook,main.css,,,,
929842636,1190146243.893,http://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Wikinews-logo.png/35px-Wikinews-logo.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,8,8a,Wikinews-logo.png,35px-Wikinews-logo.png
929842637,1190146243.893,http://en.wikipedia.org/w/opensearch_desc.php,-,http://en.wikipedia.org,w,opensearch_desc.php,,,,,
929842639,1190146243.899,http://upload.wikimedia.org/wikipedia/meta/2/2a/Nohat-logo-nowords-bgwhite-200px.jpg,-,http://upload.wikimedia.org,wikipedia,meta,2,2a,Nohat-logo-nowords-bgwhite-200px.jpg,,
929842640,1190146243.88,http://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/20px-Flag_of_Nigeria.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,7,79,Flag_of_Nigeria.svg,20px-Flag_of_Nigeria.svg.png
929842638,1190146243.875,http://no.wikipedia.org/w/index.php?title=-&action=raw&gen=css&maxage=2678400&smaxage=0&ts=20070918201047,-,http://no.wikipedia.org,w,index.php?title=-&action=raw&gen=css&maxage=2678400&smaxage=0&ts=20070918201047,,,,,
929842642,1190146243.907,http://en.wikipedia.org/skins-1.5/common/commonPrint.css?99,-,http://en.wikipedia.org,skins-1.5,common,commonPrint.css?99,,,,
929842641,1190146243.875,http://hu.wikipedia.org/skins-1.5/common/ajax.js?99,-,http://hu.wikipedia.org,skins-1.5,common,ajax.js?99,,,,
929842643,1190146243.885,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Chaco_canyon.jpg/120px-Chaco_canyon.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,1,1b,Chaco_canyon.jpg,120px-Chaco_canyon.jpg
929842644,1190146243.876,http://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Titanic-New_York_Herald_front_page.jpeg/180px-Titanic-New_York_Herald_front_page.jpeg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,5,51,Titanic-New_York_Herald_front_page.jpeg,180px-Titanic-New_York_Herald_front_page.jpeg
929842645,1190146243.882,http://fr.wikipedia.org/skins-1.5/monobook/headbg.jpg,-,http://fr.wikipedia.org,skins-1.5,monobook,headbg.jpg,,,,
929842646,1190146243.899,http://en.wikipedia.org/wiki/African_American,-,http://en.wikipedia.org,wiki,African_American,,,,,
929842649,1190146243.877,http://it.wikiquote.org/skins-1.5/monobook/user.gif,-,http://it.wikiquote.org,skins-1.5,monobook,user.gif,,,,
929842648,1190146243.896,http://en.wikipedia.org/wiki/Simply_Red,-,http://en.wikipedia.org,wiki,Simply_Red,,,,,
929842647,1190146243.877,http://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Green_Arrow_Up_Darker.svg/10px-Green_Arrow_Up_Darker.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,8,8b,Green_Arrow_Up_Darker.svg,10px-Green_Arrow_Up_Darker.svg.png
929842650,1190146243.901,http://en.wikipedia.org/skins-1.5/common/ajax.js?99,-,http://en.wikipedia.org,skins-1.5,common,ajax.js?99,,,,
929842651,1190146243.903,http://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Patani-unitat.png/22px-Patani-unitat.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,2,23,Patani-unitat.png,22px-Patani-unitat.png
929842653,1190146243.907,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Wiktionary-logo-en.png/50px-Wiktionary-logo-en.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,b,b4,Wiktionary-logo-en.png,50px-Wiktionary-logo-en.png
929842652,1190146243.878,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Brazil.Brasilia.01.jpg/230px-Brazil.Brasilia.01.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,6,6c,Brazil.Brasilia.01.jpg,230px-Brazil.Brasilia.01.jpg
929842655,1190146243.901,http://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Bonobo_distribution.PNG/200px-Bonobo_distribution.PNG,-,http://upload.wikimedia.org,wikipedia,commons,thumb,c,ce,Bonobo_distribution.PNG,200px-Bonobo_distribution.PNG
929842657,1190146243.913,http://en.wikipedia.org/skins-1.5/common/ajax.js?99,-,http://en.wikipedia.org,skins-1.5,common,ajax.js?99,,,,
929842654,1190146243.881,http://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Colombia.svg/20px-Flag_of_Colombia.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,2,21,Flag_of_Colombia.svg,20px-Flag_of_Colombia.svg.png
929842656,1190146243.914,http://en.wikipedia.org/skins-1.5/monobook/main.css?99,-,http://en.wikipedia.org,skins-1.5,monobook,main.css?99,,,,
929842658,1190146243.886,http://upload.wikimedia.org/wikipedia/en/4/46/Wikiquote-logo-51px.png,-,http://upload.wikimedia.org,wikipedia,en,4,46,Wikiquote-logo-51px.png,,
929842659,1190146243.896,http://ar.wikipedia.org/w/index.php?title=-&action=raw&gen=css&maxage=2678400,-,http://ar.wikipedia.org,w,index.php?title=-&action=raw&gen=css&maxage=2678400,,,,,
929842660,1190146243.91,http://upload.wikimedia.org/wikipedia/en/d/d4/Monobook-bullet-star.png,-,http://upload.wikimedia.org,wikipedia,en,d,d4,Monobook-bullet-star.png,,
929842661,1190146243.882,http://de.wikipedia.org/skins-1.5/common/wikibits.js?99,-,http://de.wikipedia.org,skins-1.5,common,wikibits.js?99,,,,
929842662,1190146243.879,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Wikisource-logo.svg/50px-Wikisource-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,4,4c,Wikisource-logo.svg,50px-Wikisource-logo.svg.png
929842664,1190146243.914,http://meta.wikimedia.org/w/index.php?title=MediaWiki:Wikiminiatlas.js&action=raw&ctype=text/javascript&smaxage=21600&maxage=86400,-,http://meta.wikimedia.org,w,index.php?title=MediaWiki:Wikiminiatlas.js&action=raw&ctype=text,javascript&smaxage=21600&maxage=86400,,,,
929842663,1190146243.906,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Wiki_letter_w.svg/17px-Wiki_letter_w.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,6,6c,Wiki_letter_w.svg,17px-Wiki_letter_w.svg.png
929842665,1190146243.911,http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Triceps_brachii.png/250px-Triceps_brachii.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,8,83,Triceps_brachii.png,250px-Triceps_brachii.png
929842666,1190146243.885,http://en.wikipedia.org/w/index.php?title=-&action=raw&gen=css&maxage=2678400,-,http://en.wikipedia.org,w,index.php?title=-&action=raw&gen=css&maxage=2678400,,,,,
929842669,1190146243.904,http://upload.wikimedia.org/math/1/e/f/1ef3bcce90c20f8119eebc5d3fa164a5.png,-,http://upload.wikimedia.org,math,1,e,f,1ef3bcce90c20f8119eebc5d3fa164a5.png,,
929842667,1190146243.893,http://pt.wikipedia.org/wiki/Ocean%C3%B3dromo,-,http://pt.wikipedia.org,wiki,Ocean%C3%B3dromo,,,,,
929842668,1190146243.904,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Map_of_Idaho_highlighting_Ada_County.svg/48px-Map_of_Idaho_highlighting_Ada_County.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,6,68,Map_of_Idaho_highlighting_Ada_County.svg,48px-Map_of_Idaho_highlighting_Ada_County.svg.png
929842670,1190146243.894,http://en.wikipedia.org/images/wiki-en.png,-,http://en.wikipedia.org,images,wiki-en.png,,,,,
929842671,1190146243.903,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Wikiquote-logo.svg/35px-Wikiquote-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,f,fa,Wikiquote-logo.svg,35px-Wikiquote-logo.svg.png
929842672,1190146243.889,http://en.wikipedia.org/skins-1.5/monobook/main.css?99,-,http://en.wikipedia.org,skins-1.5,monobook,main.css?99,,,,
929842673,1190146243.909,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Wikibooks-logo.svg/27px-Wikibooks-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,f,fa,Wikibooks-logo.svg,27px-Wikibooks-logo.svg.png
929842676,1190146243.909,http://upload.wikimedia.org/wikipedia/en/thumb/b/be/Cranston_Hal.jpg/250px-Cranston_Hal.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,b,be,Cranston_Hal.jpg,250px-Cranston_Hal.jpg
929842674,1190146243.888,http://en.wikipedia.org/w/index.php?title=MediaWiki:Monobook.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://en.wikipedia.org,w,index.php?title=MediaWiki:Monobook.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929842675,1190146243.9,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Wiktionary-logo-en.png/49px-Wiktionary-logo-en.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,b,b4,Wiktionary-logo-en.png,49px-Wiktionary-logo-en.png
929842677,1190146243.909,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Commons-logo.svg/35px-Commons-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,4,4a,Commons-logo.svg,35px-Commons-logo.svg.png
929842678,1190146243.907,http://en.wikipedia.org/w/index.php?title=-&action=raw&gen=js&useskin=monobook,-,http://en.wikipedia.org,w,index.php?title=-&action=raw&gen=js&useskin=monobook,,,,,
929842679,1190146243.88,http://nl.wikipedia.org/skins-1.5/monobook/headbg.jpg,-,http://nl.wikipedia.org,skins-1.5,monobook,headbg.jpg,,,,
929842681,1190146243.917,http://is.wikipedia.org/skins-1.5/common/images/poweredby_mediawiki_88x31.png,-,http://is.wikipedia.org,skins-1.5,common,images,poweredby_mediawiki_88x31.png,,,
929842682,1190146243.891,http://en.wikipedia.org/w/index.php?title=-&action=raw&gen=js&useskin=monobook,-,http://en.wikipedia.org,w,index.php?title=-&action=raw&gen=js&useskin=monobook,,,,,
929842680,1190146243.886,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Gtk-dialog-info.svg/25px-Gtk-dialog-info.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,b,b4,Gtk-dialog-info.svg,25px-Gtk-dialog-info.svg.png
929842683,1190146243.916,http://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Daniel_David_Palmer.jpg/76px-Daniel_David_Palmer.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,a,af,Daniel_David_Palmer.jpg,76px-Daniel_David_Palmer.jpg
929842684,1190146243.908,http://en.wikipedia.org/favicon.ico,-,http://en.wikipedia.org,favicon.ico,,,,,,
929842685,1190146243.908,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Voltaire.jpg/200px-Voltaire.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,f,f3,Voltaire.jpg,200px-Voltaire.jpg
929842687,1190146243.889,http://de.wikipedia.org/wiki/Berkoth,-,http://de.wikipedia.org,wiki,Berkoth,,,,,
929842686,1190146243.908,http://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Saveryvogels.png/180px-Saveryvogels.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,3,31,Saveryvogels.png,180px-Saveryvogels.png
929842690,1190146243.906,http://es.wikipedia.org/w/index.php?title=-&action=raw&gen=js&useskin=monobook,-,http://es.wikipedia.org,w,index.php?title=-&action=raw&gen=js&useskin=monobook,,,,,
929842688,1190146243.895,http://upload.wikimedia.org/wikipedia/en/thumb/1/19/Damienteen1.png/195px-Damienteen1.png,-,http://upload.wikimedia.org,wikipedia,en,thumb,1,19,Damienteen1.png,195px-Damienteen1.png
929842692,1190146243.89,http://hu.wikipedia.org/skins-1.5/common/commonPrint.css?90,-,http://hu.wikipedia.org,skins-1.5,common,commonPrint.css?90,,,,
929842689,1190146243.912,http://en.wikipedia.org/w/index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://en.wikipedia.org,w,index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929842691,1190146243.921,http://en.wikipedia.org/wiki/Paul_Winfield,-,http://en.wikipedia.org,wiki,Paul_Winfield,,,,,
929842693,1190146243.926,http://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Maitotoxin.png/400px-Maitotoxin.png,-,http://upload.wikimedia.org,wikipedia,en,thumb,f,f1,Maitotoxin.png,400px-Maitotoxin.png
929842694,1190146243.893,http://de.wikipedia.org/wiki/Spezial:Suche?search=stuttgart+scorpions&go=Artikel,-,http://de.wikipedia.org,wiki,Spezial:Suche?search=stuttgart+scorpions&go=Artikel,,,,,
929842695,1190146243.909,http://en.wikipedia.org/skins-1.5/common/metadata.js?99,-,http://en.wikipedia.org,skins-1.5,common,metadata.js?99,,,,
929842696,1190146243.894,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/22px-Flag_of_France.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,c,c3,Flag_of_France.svg,22px-Flag_of_France.svg.png
929842697,1190146243.901,http://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Mayasaurus.jpg/210px-Mayasaurus.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,b,b5,Mayasaurus.jpg,210px-Mayasaurus.jpg
929842699,1190146243.891,http://sv.wikipedia.org/wiki/Ariel_Sharon,-,http://sv.wikipedia.org,wiki,Ariel_Sharon,,,,,
929842698,1190146243.916,http://es.wikipedia.org/wiki/Especial:Search?search=Catedral+de+Nidaros,-,http://es.wikipedia.org,wiki,Especial:Search?search=Catedral+de+Nidaros,,,,,
929842701,1190146243.918,http://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Flag_of_Canada.svg/22px-Flag_of_Canada.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,c,cf,Flag_of_Canada.svg,22px-Flag_of_Canada.svg.png
929842700,1190146243.893,http://en.wikipedia.org/w/index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://en.wikipedia.org,w,index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929842702,1190146243.923,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/P_vip.png/25px-P_vip.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,2,2c,P_vip.png,25px-P_vip.png
929842703,1190146243.898,http://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Das_gro%C3%9Fe_L.jpg/180px-Das_gro%C3%9Fe_L.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,2,29,Das_gro%C3%9Fe_L.jpg,180px-Das_gro%C3%9Fe_L.jpg
929842704,1190146243.897,http://de.wikipedia.org/skins-1.5/common/wikibits.js?99,-,http://de.wikipedia.org,skins-1.5,common,wikibits.js?99,,,,
929842705,1190146243.916,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Wiktionary-logo-en.png/49px-Wiktionary-logo-en.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,b,b4,Wiktionary-logo-en.png,49px-Wiktionary-logo-en.png
929842706,1190146243.902,http://en.wikipedia.org/images/wiki-en.png,-,http://en.wikipedia.org,images,wiki-en.png,,,,,
929842707,1190146243.918,http://pt.wikipedia.org/skins-1.5/monobook/headbg.jpg,-,http://pt.wikipedia.org,skins-1.5,monobook,headbg.jpg,,,,
929842708,1190146243.924,http://upload.wikimedia.org/wikipedia/commons/8/8b/Wikimedia-button-for-homepage.png,-,http://upload.wikimedia.org,wikipedia,commons,8,8b,Wikimedia-button-for-homepage.png,,
929842709,1190146243.92,http://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Flag_of_Poland.svg/22px-Flag_of_Poland.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,1,12,Flag_of_Poland.svg,22px-Flag_of_Poland.svg.png
929842711,1190146243.924,http://en.wikipedia.org/skins-1.5/common/commonPrint.css?99,-,http://en.wikipedia.org,skins-1.5,common,commonPrint.css?99,,,,
929842710,1190146243.913,http://es.wikipedia.org/w/index.php?title=MediaWiki:Wikimediaplayer.js&action=raw&ctype=text/javascript&dontcountme=s&smaxage=3600,-,http://es.wikipedia.org,w,index.php?title=MediaWiki:Wikimediaplayer.js&action=raw&ctype=text,javascript&dontcountme=s&smaxage=3600,,,,
929842714,1190146243.919,http://pt.wikipedia.org/w/index.php?title=MediaWiki:Common.css&action=raw&ctype=text/css&smaxage=2678400,-,http://pt.wikipedia.org,w,index.php?title=MediaWiki:Common.css&action=raw&ctype=text,css&smaxage=2678400,,,,
929842712,1190146243.902,http://upload.wikimedia.org/math/1/3/6/136af90c7359909a518275461dbf3205.png,-,http://upload.wikimedia.org,math,1,3,6,136af90c7359909a518275461dbf3205.png,,
929842715,1190146243.92,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Wikiquote-logo-en.svg/49px-Wikiquote-logo-en.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,d,d6,Wikiquote-logo-en.svg,49px-Wikiquote-logo-en.svg.png
929842713,1190146243.923,http://en.wikipedia.org/w/index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://en.wikipedia.org,w,index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929842716,1190146243.917,http://en.wikipedia.org/skins-1.5/common/wikibits.js?99,-,http://en.wikipedia.org,skins-1.5,common,wikibits.js?99,,,,
929842718,1190146243.911,http://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Wikiversity-logo.svg/35px-Wikiversity-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,9,91,Wikiversity-logo.svg,35px-Wikiversity-logo.svg.png
929842717,1190146243.898,http://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Wikimedia-logo.svg/20px-Wikimedia-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,8,81,Wikimedia-logo.svg,20px-Wikimedia-logo.svg.png
929842719,1190146243.899,http://en.wikipedia.org/skins-1.5/common/wikibits.js?99,-,http://en.wikipedia.org,skins-1.5,common,wikibits.js?99,,,,
929842720,1190146243.904,http://fr.wikipedia.org/wiki/R%C3%A8gles,-,http://fr.wikipedia.org,wiki,R%C3%A8gles,,,,,
929842721,1190146243.899,http://de.wikipedia.org/skins-1.5/monobook/headbg.jpg,-,http://de.wikipedia.org,skins-1.5,monobook,headbg.jpg,,,,
929842722,1190146243.923,http://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_of_Italy.svg/20px-Flag_of_Italy.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,0,03,Flag_of_Italy.svg,20px-Flag_of_Italy.svg.png
929842724,1190146243.919,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Flag_of_Greece.svg/22px-Flag_of_Greece.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,5,5c,Flag_of_Greece.svg,22px-Flag_of_Greece.svg.png
929842723,1190146243.904,http://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Benjamin-Constant-The_Entry_of_Mahomet_II_into_Constantinople-1876.jpg/220px-Benjamin-Constant-The_Entry_of_Mahomet_II_into_Constantinople-1876.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,7,7c,Benjamin-Constant-The_Entry_of_Mahomet_II_into_Constantinople-1876.jpg,220px-Benjamin-Constant-The_Entry_of_Mahomet_II_into_Constantinople-1876.jpg
929842727,1190146243.935,http://en.wikipedia.org/wiki/Conflict_diamond,-,http://en.wikipedia.org,wiki,Conflict_diamond,,,,,
